"Owner Role","Opportunity Owner","Account Name","Opportunity Name","Stage","Fiscal Period","Amount","Expected Revenue","Probability (%)","Age","Close Date","Created Date","Next Step","Lead Source","Type"
"","Doroth Gardner","Carr43 Inc","Opportunity for Morrison510","Closed Won","Q4-2021","75289.00","75289.00","100","2270.0000000000","18/05/2029","01/03/2023","","Advertisement","New Business"
"","Irene McCoy","Roberts804 Inc","Opportunity for Wright1651","Closed Won","Q2-2022","286073.00","286073.00","100","2435.0000000000","30/10/2029","01/03/2023","","Trade Show","New Business"
"","Eric Gutierrez","Warren653 Inc","Opportunity for McKenzie1652","Closed Won","Q3-2022","2386625.00","2386625.00","100","2543.0000000000","15/02/2030","01/03/2023","","Partner","New Business"
"","Evelyn Williamson","Fletcher234 Inc","Opportunity for Newton532","Negotiation/Review","Q3-2022","45265.00","40738.50","90","313.0000000000","27/02/2030","01/03/2023","","Employee Referral","New Business / Add-on"
"","Dennis Howard","Wade723 Inc","Opportunity for Schwartz533","Closed Won","Q1-2022","632960.00","632960.00","100","2361.0000000000","17/08/2029","01/03/2023","","Advertisement","New Business / Add-on"
"","Kelly Frazier","Graves925 Inc","Opportunity for Hunter534","Closed Lost","Q1-2022","234750.00","0.00","0","2365.0000000000","21/08/2029","01/03/2023","","Employee Referral","Existing Business"
"","Harold Campbell","Gutierrez305 Inc","Opportunity for Tate537","Closed Lost","Q4-2021","1238650.00","0.00","0","2308.0000000000","25/06/2029","01/03/2023","","Public Relations","New Business"
"","Evelyn Williamson","Barber878 Inc","Opportunity for Bryant543","Closed Won","Q3-2021","3072000.00","3072000.00","100","2178.0000000000","15/02/2029","01/03/2023","","Trade Show","New Business / Add-on"
"","Harold Campbell","Walters918 Inc","Opportunity for Wong544","Closed Lost","Q1-2022","3498250.00","0.00","0","2393.0000000000","18/09/2029","01/03/2023","","Employee Referral","New Business"
"","Eric Sanchez","Evans281 Inc","Opportunity for Powell899","Closed Won","Q3-2021","1802500.00","1802500.00","100","2162.0000000000","30/01/2029","01/03/2023","","Word of mouth","New Business"
"","John Williams","Fowler307 Inc","Opportunity for Mack545","Closed Won","Q4-2021","551580.00","551580.00","100","2302.0000000000","19/06/2029","01/03/2023","","Advertisement","New Business"
"","Nicolas Weaver","Herrera637 Inc","Opportunity for Watkins896","Closed Won","Q2-2022","358100.00","358100.00","100","2476.0000000000","10/12/2029","01/03/2023","","Employee Referral","New Business"
"","John Williams","Benson346 Inc","Opportunity for Bridges897","Closed Lost","Q1-2022","1316850.00","0.00","0","2339.0000000000","26/07/2029","01/03/2023","","Partner","Existing Business"
"","Irene McCoy","Gray676 Inc","Opportunity for Wilkerson900","Prospecting","Q1-2023","3537660.00","353766.00","10","313.0000000000","22/08/2030","01/03/2023","","Trade Show","New Business"
"","Eric Gutierrez","Armstrong345 Inc","Opportunity for McCoy901","Closed Won","Q3-2021","2132690.00","2132690.00","100","2189.0000000000","26/02/2029","01/03/2023","","Advertisement","New Business"
"","Bruce Kennedy","Walton636 Inc","Opportunity for Black902","Closed Won","Q2-2022","340500.00","340500.00","100","2443.0000000000","07/11/2029","01/03/2023","","Public Relations","New Business"
"","Evelyn Williamson","Sharp764 Inc","Opportunity for Morales903","Closed Won","Q2-2022","2317340.00","2317340.00","100","2479.0000000000","13/12/2029","01/03/2023","","Employee Referral","New Business / Add-on"
"","Catherine Brown","Marsh614 Inc","Opportunity for Frazier196","Perception Analysis","Q1-2023","164700.00","115290.00","70","313.0000000000","06/08/2030","01/03/2023","","Trade Show","New Business / Add-on"
"","Doroth Gardner","Thompson622 Inc","Opportunity for Phelps203","Closed Won","Q3-2021","22520.00","22520.00","100","2219.0000000000","28/03/2029","01/03/2023","","Public Relations","New Business"
"CEO","Damiana Spadafora","Roberson8 Inc","Opportunity for McKenzie412","Closed Lost","Q3-2021","3626550.00","0.00","0","2163.0000000000","31/01/2029","01/03/2023","","Web","New Business / Add-on"
"","Catherine Brown","Bryan926 Inc","Opportunity for Phelps205","Needs Analysis","Q4-2022","53325.00","10665.00","20","313.0000000000","03/07/2030","01/03/2023","","Word of mouth","Existing Business"
"","Evelyn Williamson","Dawson277 Inc","Opportunity for White404","Closed Won","Q4-2021","537880.00","537880.00","100","2228.0000000000","06/04/2029","01/03/2023","","Employee Referral","New Business / Add-on"
"","Catherine Brown","Crawford536 Inc","Opportunity for Morton406","Qualification","Q3-2022","356880.00","35688.00","10","313.0000000000","04/03/2030","01/03/2023","","Word of mouth","New Business / Add-on"
"CIO","Julie Chavez","Arnold813 Inc","Opportunity for Abbott414","Closed Won","Q2-2021","206587.00","206587.00","100","2100.0000000000","29/11/2028","01/03/2023","","Employee Referral","New Business"
"","Catherine Brown","Moran300 Inc","Opportunity for West206","Closed Lost","Q1-2022","2103270.00","0.00","0","2342.0000000000","29/07/2029","01/03/2023","","Trade Show","New Business"
"CEO","Damiana Spadafora","Long31 Inc","Opportunity for Horton207","Closed Won","Q2-2022","2166890.00","2166890.00","100","2439.0000000000","03/11/2029","01/03/2023","","Partner","New Business"
"CEO","Damiana Spadafora","McGuire151 Inc","Opportunity for Moss58","Closed Lost","Q1-2022","2623525.00","0.00","0","2357.0000000000","13/08/2029","01/03/2023","","Public Relations","New Business / Add-on"
"","Johnny Green","Nichols662 Inc","Opportunity for Johnston49","Closed Won","Q2-2022","316040.00","316040.00","100","2487.0000000000","21/12/2029","01/03/2023","","Word of mouth","Existing Business"
"","Chris Riley","Gutierrez801 Inc","Opportunity for Miles1126","Closed Won","Q3-2022","142400.00","142400.00","100","2524.0000000000","27/01/2030","01/03/2023","","Trade Show","New Business"
"","Eric Sanchez","Duncan773 Inc","Opportunity for Alvarado1128","Closed Won","Q3-2022","254886.00","254886.00","100","2515.0000000000","18/01/2030","01/03/2023","","Advertisement","New Business / Add-on"
"","Irene Kelley","Martin56 Inc","Opportunity for Wilkins1129","Closed Won","Q1-2022","2210350.00","2210350.00","100","2352.0000000000","08/08/2029","01/03/2023","","Employee Referral","New Business / Add-on"
"","Johnny Green","Higgins494 Inc","Opportunity for Harris1133","Closed Won","Q1-2022","524400.00","524400.00","100","2346.0000000000","02/08/2029","01/03/2023","","Seminar - Internal","New Business / Add-on"
"CIO","Julie Chavez","Grant712 Inc","Opportunity for Howell1136","Closed Won","Q2-2022","987000.00","987000.00","100","2455.0000000000","19/11/2029","01/03/2023","","Trade Show","New Business"
"","Chris Riley","Perez590 Inc","Opportunity for Obrien1138","Closed Lost","Q4-2021","489886.00","0.00","0","2284.0000000000","01/06/2029","01/03/2023","","Public Relations","New Business"
"","Laura Palmer","Owens400 Inc","Opportunity for Young1496","Closed Won","Q2-2022","219000.00","219000.00","100","2473.0000000000","07/12/2029","01/03/2023","","Trade Show","Existing Business"
"","Chris Riley","Higgins666 Inc","Opportunity for Malone1500","Closed Won","Q2-2022","583800.00","583800.00","100","2490.0000000000","24/12/2029","01/03/2023","","Word of mouth","New Business / Add-on"
"","Johnny Green","Rios830 Inc","Opportunity for McDonald1503","Closed Won","Q1-2022","3851250.00","3851250.00","100","2355.0000000000","11/08/2029","01/03/2023","","Word of mouth","New Business"
"","Evelyn Williamson","Hawkins276 Inc","Opportunity for Nguyen1510","Qualification","Q3-2022","791500.00","79150.00","10","313.0000000000","18/03/2030","01/03/2023","","Advertisement","New Business"
"","Evelyn Williamson","Young486 Inc","Opportunity for Oliver1504","Closed Won","Q1-2022","1032600.00","1032600.00","100","2343.0000000000","30/07/2029","01/03/2023","","Word of mouth","New Business / Add-on"
"","Doroth Gardner","Tran798 Inc","Opportunity for Norris1506","Closed Won","Q1-2022","43355.00","43355.00","100","2347.0000000000","03/08/2029","01/03/2023","","Seminar - Internal","New Business"
"","Irene Kelley","Benson689 Inc","Opportunity for Hardy1507","Perception Analysis","Q4-2022","594760.00","416332.00","70","313.0000000000","29/04/2030","01/03/2023","","Advertisement","New Business"
"","Irene Kelley","Sims952 Inc","Opportunity for Garrett1512","Closed Won","Q2-2022","2719000.00","2719000.00","100","2444.0000000000","08/11/2029","01/03/2023","","Partner","New Business"
"","Eric Gutierrez","Tate321 Inc","Opportunity for Kennedy1514","Closed Won","Q3-2021","130230.00","130230.00","100","2154.0000000000","22/01/2029","01/03/2023","","Advertisement","New Business"
"","Laura Palmer","Rivera395 Inc","Opportunity for Bell1517","Closed Won","Q3-2022","448068.00","448068.00","100","2509.0000000000","12/01/2030","01/03/2023","","Employee Referral","New Business / Add-on"
"","Evelyn Williamson","Gutierrez38 Inc","Opportunity for Carter816","Closed Won","Q1-2022","14720.00","14720.00","100","2402.0000000000","27/09/2029","01/03/2023","","Employee Referral","New Business"
"","Irene Kelley","Herrera637 Inc","Opportunity for Johnston824","Value Proposition","Q4-2022","913860.00","456930.00","50","313.0000000000","17/05/2030","01/03/2023","","Web","Existing Business"
"CIO","Julie Chavez","Stokes80 Inc","Opportunity for Powell825","Closed Won","Q4-2021","230520.00","230520.00","100","2278.0000000000","26/05/2029","01/03/2023","","Employee Referral","New Business"
"","Chris Riley","Holloway455 Inc","Opportunity for Parks826","Closed Won","Q3-2022","411185.00","411185.00","100","2527.0000000000","30/01/2030","01/03/2023","","Partner","Existing Business"
"","Nicolas Weaver","McKinney542 Inc","Opportunity for Stone1195","Closed Lost","Q2-2022","1817815.00","0.00","0","2425.0000000000","20/10/2029","01/03/2023","","Word of mouth","New Business"
"","John Williams","Watkins561 Inc","Opportunity for Hayes1197","Perception Analysis","Q3-2022","1593200.00","1115240.00","70","313.0000000000","21/02/2030","01/03/2023","","Advertisement","Existing Business"
"","John Williams","Stone167 Inc","Opportunity for Nichols1204","Closed Won","Q3-2022","2169600.00","2169600.00","100","2505.0000000000","08/01/2030","01/03/2023","","Public Relations","New Business"
"","Eric Gutierrez","Todd566 Inc","Opportunity for Logan1198","Closed Lost","Q3-2022","40480.00","0.00","0","2523.0000000000","26/01/2030","01/03/2023","","Employee Referral","New Business"
"","Laura Palmer","Marsh836 Inc","Opportunity for Howard1207","Value Proposition","Q1-2023","449438.00","224719.00","50","313.0000000000","06/09/2030","01/03/2023","","Web","New Business"
"","Johnny Green","Pena964 Inc","Opportunity for Murray1210","Closed Won","Q2-2022","1639550.00","1639550.00","100","2410.0000000000","05/10/2029","01/03/2023","","Partner","New Business / Add-on"
"","Evelyn Williamson","Warren653 Inc","Opportunity for Wagner1214","Closed Lost","Q1-2022","580000.00","0.00","0","2341.0000000000","28/07/2029","01/03/2023","","Advertisement","New Business / Add-on"
"","Doroth Gardner","Gutierrez38 Inc","Opportunity for Thomas1215","Closed Won","Q3-2021","342886.00","342886.00","100","2195.0000000000","04/03/2029","01/03/2023","","Web","New Business / Add-on"
"","Eric Sanchez","Lopez140 Inc","Opportunity for Yates1567","Closed Lost","Q2-2022","7425.00","0.00","0","2441.0000000000","05/11/2029","01/03/2023","","Employee Referral","New Business"
"","Kelly Frazier","Chapman475 Inc","Opportunity for Curtis1571","Closed Won","Q2-2022","198000.00","198000.00","100","2469.0000000000","03/12/2029","01/03/2023","","Web","New Business"
"","Catherine Brown","Stevenson884 Inc","Opportunity for Doyle904","Closed Won","Q3-2022","94283.00","94283.00","100","2506.0000000000","09/01/2030","01/03/2023","","Trade Show","New Business"
"CEO","Damiana Spadafora","Hogan989 Inc","Opportunity for Williamson906","Closed Won","Q2-2022","2449675.00","2449675.00","100","2474.0000000000","08/12/2029","01/03/2023","","Web","New Business / Add-on"
"","Johnny Green","Medina246 Inc","Opportunity for Black908","Closed Won","Q2-2022","165000.00","165000.00","100","2444.0000000000","08/11/2029","01/03/2023","","Word of mouth","New Business"
"","Kelly Frazier","Medina787 Inc","Opportunity for Brady910","Closed Won","Q1-2022","1355700.00","1355700.00","100","2348.0000000000","04/08/2029","01/03/2023","","Web","New Business / Add-on"
"","Eric Sanchez","Aguilar870 Inc","Opportunity for Evans911","Value Proposition","Q3-2022","185630.00","92815.00","50","313.0000000000","25/02/2030","01/03/2023","","Trade Show","New Business"
"","Bruce Kennedy","Hernandez713 Inc","Opportunity for West913","Closed Won","Q2-2021","1418640.00","1418640.00","100","2119.0000000000","18/12/2028","01/03/2023","","Advertisement","New Business"
"","Chris Riley","Duncan773 Inc","Opportunity for Armstrong916","Closed Lost","Q2-2022","237283.00","0.00","0","2459.0000000000","23/11/2029","01/03/2023","","Web","New Business / Add-on"
"","Kelly Frazier","Woods306 Inc","Opportunity for Swanson1282","Closed Won","Q4-2021","70680.00","70680.00","100","2313.0000000000","30/06/2029","01/03/2023","","Seminar - Internal","New Business"
"","Irene McCoy","Gill754 Inc","Opportunity for Bowers1284","Closed Won","Q2-2022","229470.00","229470.00","100","2429.0000000000","24/10/2029","01/03/2023","","Web","Existing Business"
"","Chris Riley","Hogan989 Inc","Opportunity for Park1288","Closed Won","Q1-2022","107040.00","107040.00","100","2404.0000000000","29/09/2029","01/03/2023","","Public Relations","New Business / Add-on"
"","Irene McCoy","Butler152 Inc","Opportunity for Stevenson1289","Closed Won","Q1-2022","1640210.00","1640210.00","100","2352.0000000000","08/08/2029","01/03/2023","","Word of mouth","New Business"
"","Irene McCoy","Stokes200 Inc","Opportunity for Ball1294","Closed Won","Q2-2021","27800.00","27800.00","100","2106.0000000000","05/12/2028","01/03/2023","","Partner","Existing Business"
"","Laura Palmer","Fowler322 Inc","Opportunity for Colon1295","Closed Won","Q2-2022","667200.00","667200.00","100","2497.0000000000","31/12/2029","01/03/2023","","Public Relations","Existing Business"
"","Irene Kelley","Reeves202 Inc","Opportunity for Flores1296","Closed Won","Q2-2022","2325850.00","2325850.00","100","2489.0000000000","23/12/2029","01/03/2023","","Public Relations","Existing Business"
"","Eric Gutierrez","Mendoza936 Inc","Opportunity for Baldwin1297","Closed Won","Q3-2021","638750.00","638750.00","100","2193.0000000000","02/03/2029","01/03/2023","","Trade Show","New Business / Add-on"
"","Eric Gutierrez","Holmes7 Inc","Opportunity for Frank1303","Closed Won","Q3-2021","1886550.00","1886550.00","100","2157.0000000000","25/01/2029","01/03/2023","","Partner","New Business"
"","Nicolas Weaver","Stone414 Inc","Opportunity for Clark1301","Closed Won","Q3-2021","116360.00","116360.00","100","2213.0000000000","22/03/2029","01/03/2023","","Seminar - Internal","New Business / Add-on"
"","Kelly Frazier","Barnett543 Inc","Opportunity for Mendoza161","Closed Won","Q3-2021","567800.00","567800.00","100","2169.0000000000","06/02/2029","01/03/2023","","Advertisement","Existing Business"
"","Eric Sanchez","Maldonado464 Inc","Opportunity for Todd162","Prospecting","Q4-2022","465500.00","46550.00","10","313.0000000000","29/04/2030","01/03/2023","","Advertisement","New Business / Add-on"
"","Kelly Frazier","Flores188 Inc","Opportunity for Cunningham175","Closed Won","Q1-2022","4357300.00","4357300.00","100","2368.0000000000","24/08/2029","01/03/2023","","Seminar - Internal","New Business / Add-on"
"","Chris Riley","Allen182 Inc","Opportunity for Bush283","Proposal/Price Quote","Q3-2022","4067300.00","3050475.00","75","313.0000000000","01/04/2030","01/03/2023","","Web","New Business"
"CIO","Julie Chavez","Graves33 Inc","Opportunity for Pearson288","Closed Won","Q2-2022","1790440.00","1790440.00","100","2433.0000000000","28/10/2029","01/03/2023","","Employee Referral","New Business"
"","Johnny Green","Graves925 Inc","Opportunity for McBride299","Value Proposition","Q3-2022","567000.00","283500.00","50","313.0000000000","20/03/2030","01/03/2023","","Employee Referral","New Business"
